 239 calc Vs depth= 40. km, T= 857.8 Vs=4.477 km s-1
 239 calc Vs depth= 40. km, T= 879.4 Vs=4.471 km s-1
 239 calc Vs depth= 40. km, T= 899.7 Vs=4.466 km s-1
 239 calc Vs depth= 40. km, T= 927.7 Vs=4.459 km s-1
 239 calc Vs depth= 40. km, T= 949.4 Vs=4.453 km s-1
 239 calc Vs depth= 40. km, T= 977.2 Vs=4.445 km s-1
 239 calc Vs depth= 40. km, T=1005.7 Vs=4.437 km s-1
 239 calc Vs depth= 40. km, T=1031.4 Vs=4.429 km s-1
 239 calc Vs depth= 40. km, T=1061.3 Vs=4.420 km s-1
 239 calc Vs depth= 40. km, T=1091.1 Vs=4.409 km s-1
 239 calc Vs depth= 40. km, T=1121.3 Vs=4.396 km s-1
 239 calc Vs depth= 40. km, T=1155.3 Vs=4.379 km s-1
 239 calc Vs depth= 40. km, T=1187.5 Vs=4.358 km s-1
 239 calc Vs depth= 40. km, T=1217.5 Vs=4.333 km s-1
 239 calc Vs depth= 40. km, T=1246.9 Vs=4.302 km s-1
 239 calc Vs depth= 40. km, T=1270.6 Vs=4.269 km s-1
 239 calc Vs depth= 40. km, T=1289.1 Vs=4.238 km s-1
 239 calc Vs depth= 40. km, T=1299.8 Vs=4.218 km s-1
 239 calc Vs depth= 50. km, T= 607.5 Vs=4.558 km s-1
 239 calc Vs depth= 50. km, T= 608.0 Vs=4.558 km s-1
 239 calc Vs depth= 50. km, T= 608.5 Vs=4.558 km s-1
 239 calc Vs depth= 50. km, T= 609.3 Vs=4.557 km s-1
 239 calc Vs depth= 50. km, T= 610.2 Vs=4.557 km s-1
 239 calc Vs depth= 50. km, T= 611.1 Vs=4.557 km s-1
 239 calc Vs depth= 50. km, T= 611.8 Vs=4.557 km s-1
 239 calc Vs depth= 50. km, T= 612.8 Vs=4.557 km s-1
 239 calc Vs depth= 50. km, T= 613.7 Vs=4.556 km s-1
 239 calc Vs depth= 50. km, T= 615.0 Vs=4.556 km s-1
 239 calc Vs depth= 50. km, T= 615.9 Vs=4.556 km s-1
 239 calc Vs depth= 50. km, T= 617.1 Vs=4.555 km s-1
 239 calc Vs depth= 50. km, T= 618.1 Vs=4.555 km s-1
 239 calc Vs depth= 50. km, T= 619.4 Vs=4.555 km s-1
 239 calc Vs depth= 50. km, T= 620.9 Vs=4.555 km s-1
 239 calc Vs depth= 50. km, T= 622.3 Vs=4.554 km s-1
 239 calc Vs depth= 50. km, T= 623.8 Vs=4.554 km s-1
 239 calc Vs depth= 50. km, T= 625.5 Vs=4.553 km s-1
 239 calc Vs depth= 50. km, T= 627.1 Vs=4.553 km s-1
 239 calc Vs depth= 50. km, T= 629.2 Vs=4.552 km s-1
 239 calc Vs depth= 50. km, T= 631.2 Vs=4.552 km s-1
 239 calc Vs depth= 50. km, T= 633.2 Vs=4.551 km s-1
 239 calc Vs depth= 50. km, T= 635.4 Vs=4.551 km s-1
 239 calc Vs depth= 50. km, T= 637.7 Vs=4.550 km s-1
 239 calc Vs depth= 50. km, T= 640.5 Vs=4.550 km s-1
 239 calc Vs depth= 50. km, T= 642.9 Vs=4.549 km s-1
 239 calc Vs depth= 50. km, T= 645.6 Vs=4.548 km s-1
 239 calc Vs depth= 50. km, T= 648.4 Vs=4.548 km s-1
 239 calc Vs depth= 50. km, T= 651.5 Vs=4.547 km s-1
 239 calc Vs depth= 50. km, T= 654.8 Vs=4.546 km s-1
 239 calc Vs depth= 50. km, T= 657.9 Vs=4.545 km s-1
 239 calc Vs depth= 50. km, T= 661.6 Vs=4.544 km s-1
 239 calc Vs depth= 50. km, T= 665.8 Vs=4.543 km s-1
 239 calc Vs depth= 50. km, T= 669.4 Vs=4.543 km s-1
 239 calc Vs depth= 50. km, T= 673.5 Vs=4.541 km s-1
 239 calc Vs depth= 50. km, T= 677.9 Vs=4.540 km s-1
 239 calc Vs depth= 50. km, T= 682.7 Vs=4.539 km s-1
 239 calc Vs depth= 50. km, T= 687.1 Vs=4.538 km s-1
 239 calc Vs depth= 50. km, T= 692.1 Vs=4.537 km s-1
 239 calc Vs depth= 50. km, T= 697.5 Vs=4.536 km s-1
 239 calc Vs depth= 50. km, T= 703.4 Vs=4.534 km s-1
 239 calc Vs depth= 50. km, T= 710.0 Vs=4.532 km s-1
 239 calc Vs depth= 50. km, T= 716.2 Vs=4.531 km s-1
 239 calc Vs depth= 50. km, T= 722.3 Vs=4.529 km s-1
 239 calc Vs depth= 50. km, T= 730.2 Vs=4.527 km s-1
 239 calc Vs depth= 50. km, T= 737.2 Vs=4.526 km s-1
 239 calc Vs depth= 50. km, T= 744.1 Vs=4.524 km s-1
 239 calc Vs depth= 50. km, T= 752.0 Vs=4.522 km s-1
 239 calc Vs depth= 50. km, T= 760.7 Vs=4.520 km s-1
 239 calc Vs depth= 50. km, T= 769.4 Vs=4.517 km s-1
 239 calc Vs depth= 50. km, T= 779.2 Vs=4.515 km s-1
 239 calc Vs depth= 50. km, T= 787.7 Vs=4.513 km s-1
 239 calc Vs depth= 50. km, T= 798.4 Vs=4.510 km s-1
 239 calc Vs depth= 50. km, T= 809.1 Vs=4.507 km s-1
 239 calc Vs depth= 50. km, T= 819.3 Vs=4.505 km s-1
 239 calc Vs depth= 50. km, T= 831.8 Vs=4.502 km s-1
 239 calc Vs depth= 50. km, T= 844.1 Vs=4.499 km s-1
